Victim_ID,Event_Timepoint,T_minus,behaviour_risk,Engagement_Deviation,Missed_Checkin
V0864,23,4,0.026900000000000035,-0.577,0
V0864,23,3,0.0,-0.783,0
V0864,23,2,0.015200000000000019,-0.616,0
V0864,23,1,0.05720000000000003,-0.476,0
V0864,23,0,0.0605,-0.465,0
V0865,17,7,0.2411,0.137,0
V0865,17,6,0.27290000000000003,0.243,0
V0865,17,5,0.2999,0.333,0
V0865,17,4,0.16460000000000002,-0.118,0
V0865,17,3,0.2066,0.022,0
V0865,17,2,0.2549,0.183,0
V0865,17,1,0.2255,0.085,0
V0865,17,0,0.18380000000000002,-0.054,0
V0866,22,7,0.1826,-0.058,0
V0866,22,6,0.1943,-0.019,0
V0866,22,5,0.11150000000000002,-0.295,0
V0866,22,4,0.06560000000000002,-0.448,0
V0866,22,3,0.4439,-0.187,1
V0866,22,2,0.4406,-0.198,1
V0866,22,1,0.4247,-0.251,1
V0866,22,0,0.1421,-0.193,0
V0866,23,7,0.1943,-0.019,0
V0866,23,6,0.11150000000000002,-0.295,0
V0866,23,5,0.06560000000000002,-0.448,0
V0866,23,4,0.4439,-0.187,1
V0866,23,3,0.4406,-0.198,1
V0866,23,2,0.4247,-0.251,1
V0866,23,1,0.1421,-0.193,0
V0866,23,0,0.116,-0.28,0
V0869,8,7,0.1835,-0.055,0
V0869,8,6,0.20600000000000002,0.02,0
V0869,8,5,0.5252,0.084,1
V0869,8,4,0.1958,-0.014,0
V0869,8,3,0.12290000000000001,-0.257,0
V0869,8,2,0.4004,-0.332,1
V0869,8,1,0.4688,-0.104,1
V0869,8,0,0.12050000000000001,-0.265,0
V0873,13,7,0.2252,0.084,0
V0873,13,6,0.24050000000000002,0.135,0
V0873,13,5,0.17570000000000002,-0.081,0
V0873,13,4,0.2252,0.084,0
V0873,13,3,0.2189,0.063,0
V0873,13,2,0.17930000000000001,-0.069,0
V0873,13,1,0.14300000000000002,-0.19,0
V0873,13,0,0.22490000000000002,0.083,0
V0875,15,7,0.2054,0.018,0
V0875,15,6,0.15530000000000002,-0.149,0
V0875,15,5,0.1658,-0.114,0
V0875,15,4,0.1403,-0.199,0
V0875,15,3,0.137,-0.21,0
V0875,15,2,0.2243,0.081,0
V0875,15,1,0.1988,-0.004,0
V0875,15,0,0.1265,-0.245,0
V0875,21,7,0.1988,-0.004,0
V0875,21,6,0.1265,-0.245,0
V0875,21,5,0.1385,-0.205,0
V0875,21,4,0.1337,-0.221,0
V0875,21,3,0.1892,-0.036,0
V0875,21,2,0.1448,-0.184,0
V0875,21,1,0.16790000000000002,-0.107,0
V0875,21,0,0.10250000000000001,-0.325,0
V0876,16,7,0.13340000000000002,-0.222,0
V0876,16,6,0.13040000000000002,-0.232,0
V0876,16,5,0.098,-0.34,0
V0876,16,4,0.13130000000000003,-0.229,0
V0876,16,3,0.06470000000000001,-0.451,0
V0876,16,2,0.1259,-0.247,0
V0876,16,1,0.16970000000000002,-0.101,0
V0876,16,0,0.10520000000000002,-0.316,0
V0876,21,7,0.1259,-0.247,0
V0876,21,6,0.16970000000000002,-0.101,0
V0876,21,5,0.10520000000000002,-0.316,0
V0876,21,4,0.08450000000000002,-0.385,0
V0876,21,3,0.10010000000000001,-0.333,0
V0876,21,2,0.12890000000000001,-0.237,0
V0876,21,1,0.018500000000000016,-0.605,0
V0876,21,0,0.07190000000000002,-0.427,0
V0876,22,7,0.16970000000000002,-0.101,0
V0876,22,6,0.10520000000000002,-0.316,0
V0876,22,5,0.08450000000000002,-0.385,0
V0876,22,4,0.10010000000000001,-0.333,0
V0876,22,3,0.12890000000000001,-0.237,0
V0876,22,2,0.018500000000000016,-0.605,0
V0876,22,1,0.07190000000000002,-0.427,0
V0876,22,0,0.03559999999999999,-0.548,0
V0876,23,7,0.10520000000000002,-0.316,0
V0876,23,6,0.08450000000000002,-0.385,0
V0876,23,5,0.10010000000000001,-0.333,0
V0876,23,4,0.12890000000000001,-0.237,0
V0876,23,3,0.018500000000000016,-0.605,0
V0876,23,2,0.07190000000000002,-0.427,0
V0876,23,1,0.03559999999999999,-0.548,0
V0876,23,0,0.13520000000000001,-0.216,0
V0877,2,1,0.08330000000000001,-0.389,0
V0877,2,0,0.13580000000000003,-0.214,0
V0877,15,7,0.08570000000000001,-0.381,0
V0877,15,6,0.05030000000000001,-0.499,0
V0877,15,5,0.034400000000000014,-0.552,0
V0877,15,4,0.13280000000000003,-0.224,0
V0877,15,3,0.3095,-0.635,1
V0877,15,2,0.01100000000000001,-0.63,0
V0877,15,1,0.09350000000000001,-0.355,0
V0877,15,0,0.09530000000000002,-0.349,0
V0879,14,7,0.2141,0.047,0
V0879,14,6,0.2354,0.118,0
V0879,14,5,0.14780000000000001,-0.174,0
V0879,14,4,0.1481,-0.173,0
V0879,14,3,0.1814,-0.062,0
V0879,14,2,0.2447,0.149,0
V0879,14,1,0.11480000000000003,-0.284,0
V0879,14,0,0.2069,0.023,0
V0879,15,7,0.2354,0.118,0
V0879,15,6,0.14780000000000001,-0.174,0
V0879,15,5,0.1481,-0.173,0
V0879,15,4,0.1814,-0.062,0
V0879,15,3,0.2447,0.149,0
V0879,15,2,0.11480000000000003,-0.284,0
V0879,15,1,0.2069,0.023,0
V0879,15,0,0.5129,0.043,1
V0879,17,7,0.1481,-0.173,0
V0879,17,6,0.1814,-0.062,0
V0879,17,5,0.2447,0.149,0
V0879,17,4,0.11480000000000003,-0.284,0
V0879,17,3,0.2069,0.023,0
V0879,17,2,0.5129,0.043,1
V0879,17,1,0.15050000000000002,-0.165,0
V0879,17,0,0.1391,-0.203,0
V0879,19,7,0.2447,0.149,0
V0879,19,6,0.11480000000000003,-0.284,0
V0879,19,5,0.2069,0.023,0
V0879,19,4,0.5129,0.043,1
V0879,19,3,0.15050000000000002,-0.165,0
V0879,19,2,0.1391,-0.203,0
V0879,19,1,0.08690000000000002,-0.377,0
V0879,19,0,0.3947,-0.351,1
V0879,22,7,0.5129,0.043,1
V0879,22,6,0.15050000000000002,-0.165,0
V0879,22,5,0.1391,-0.203,0
V0879,22,4,0.08690000000000002,-0.377,0
V0879,22,3,0.3947,-0.351,1
V0879,22,2,0.0431,-0.523,0
V0879,22,1,0.15560000000000002,-0.148,0
V0879,22,0,0.08150000000000002,-0.395,0
V0879,23,7,0.15050000000000002,-0.165,0
V0879,23,6,0.1391,-0.203,0
V0879,23,5,0.08690000000000002,-0.377,0
V0879,23,4,0.3947,-0.351,1
V0879,23,3,0.0431,-0.523,0
V0879,23,2,0.15560000000000002,-0.148,0
V0879,23,1,0.08150000000000002,-0.395,0
V0879,23,0,0.1034,-0.322,0
V0880,3,2,0.1526,-0.158,0
V0880,3,1,0.1184,-0.272,0
V0880,3,0,0.1361,-0.213,0
V0880,22,7,0.06230000000000002,-0.459,0
V0880,22,6,0.07670000000000002,-0.411,0
V0880,22,5,0.3965,-0.345,1
V0880,22,4,0.3857,-0.381,1
V0880,22,3,0.0,-0.699,0
V0880,22,2,0.07220000000000001,-0.426,0
V0880,22,1,0.06140000000000001,-0.462,0
V0880,22,0,0.008000000000000007,-0.64,0
V0881,20,7,0.2666,0.222,0
V0881,20,6,0.22760000000000002,0.092,0
V0881,20,5,0.2039,0.013,0
V0881,20,4,0.1721,-0.093,0
V0881,20,3,0.16820000000000002,-0.106,0
V0881,20,2,0.1307,-0.231,0
V0881,20,1,0.25730000000000003,0.191,0
V0881,20,0,0.2252,0.084,0
V0881,23,7,0.1721,-0.093,0
V0881,23,6,0.16820000000000002,-0.106,0
V0881,23,5,0.1307,-0.231,0
V0881,23,4,0.25730000000000003,0.191,0
V0881,23,3,0.2252,0.084,0
V0881,23,2,0.21500000000000002,0.05,0
V0881,23,1,0.13880000000000003,-0.204,0
V0881,23,0,0.1658,-0.114,0
V0882,20,7,0.20270000000000002,0.009,0
V0882,20,6,0.19130000000000003,-0.029,0
V0882,20,5,0.2189,0.063,0
V0882,20,4,0.1829,-0.057,0
V0882,20,3,0.5078,0.026,1
V0882,20,2,0.14090000000000003,-0.197,0
V0882,20,1,0.1937,-0.021,0
V0882,20,0,0.1517,-0.161,0
V0883,17,7,0.09770000000000001,-0.341,0
V0883,17,6,0.10970000000000002,-0.301,0
V0883,17,5,0.07040000000000002,-0.432,0
V0883,17,4,0.1529,-0.157,0
V0883,17,3,0.018500000000000016,-0.605,0
V0883,17,2,0.1418,-0.194,0
V0883,17,1,0.061700000000000005,-0.461,0
V0883,17,0,0.0431,-0.523,0
V0883,18,7,0.10970000000000002,-0.301,0
V0883,18,6,0.07040000000000002,-0.432,0
V0883,18,5,0.1529,-0.157,0
V0883,18,4,0.018500000000000016,-0.605,0
V0883,18,3,0.1418,-0.194,0
V0883,18,2,0.061700000000000005,-0.461,0
V0883,18,1,0.0431,-0.523,0
V0883,18,0,0.07370000000000002,-0.421,0
V0883,19,7,0.07040000000000002,-0.432,0
V0883,19,6,0.1529,-0.157,0
V0883,19,5,0.018500000000000016,-0.605,0
V0883,19,4,0.1418,-0.194,0
V0883,19,3,0.061700000000000005,-0.461,0
V0883,19,2,0.0431,-0.523,0
V0883,19,1,0.07370000000000002,-0.421,0
V0883,19,0,0.08330000000000001,-0.389,0
V0883,21,7,0.018500000000000016,-0.605,0
V0883,21,6,0.1418,-0.194,0
V0883,21,5,0.061700000000000005,-0.461,0
V0883,21,4,0.0431,-0.523,0
V0883,21,3,0.07370000000000002,-0.421,0
V0883,21,2,0.08330000000000001,-0.389,0
V0883,21,1,0.08120000000000001,-0.396,0
V0883,21,0,0.04580000000000001,-0.514,0
V0883,23,7,0.061700000000000005,-0.461,0
V0883,23,6,0.0431,-0.523,0
V0883,23,5,0.07370000000000002,-0.421,0
V0883,23,4,0.08330000000000001,-0.389,0
V0883,23,3,0.08120000000000001,-0.396,0
V0883,23,2,0.04580000000000001,-0.514,0
V0883,23,1,0.04490000000000002,-0.517,0
V0883,23,0,0.06920000000000001,-0.436,0
V0886,22,7,0.17720000000000002,-0.076,0
V0886,22,6,0.12140000000000001,-0.262,0
V0886,22,5,0.11450000000000002,-0.285,0
V0886,22,4,0.19160000000000002,-0.028,0
V0886,22,3,0.4217,-0.261,1
V0886,22,2,0.137,-0.21,0
V0886,22,1,0.10730000000000002,-0.309,0
V0886,22,0,0.4274,-0.242,1
V0886,23,7,0.12140000000000001,-0.262,0
V0886,23,6,0.11450000000000002,-0.285,0
V0886,23,5,0.19160000000000002,-0.028,0
V0886,23,4,0.4217,-0.261,1
V0886,23,3,0.137,-0.21,0
V0886,23,2,0.10730000000000002,-0.309,0
V0886,23,1,0.4274,-0.242,1
V0886,23,0,0.07730000000000002,-0.409,0
V0888,17,7,0.2162,0.054,0
V0888,17,6,0.1517,-0.161,0
V0888,17,5,0.1907,-0.031,0
V0888,17,4,0.11720000000000001,-0.276,0
V0888,17,3,0.1274,-0.242,0
V0888,17,2,0.11540000000000002,-0.282,0
V0888,17,1,0.14720000000000003,-0.176,0
V0888,17,0,0.1169,-0.277,0
V0888,21,7,0.1274,-0.242,0
V0888,21,6,0.11540000000000002,-0.282,0
V0888,21,5,0.14720000000000003,-0.176,0
V0888,21,4,0.1169,-0.277,0
V0888,21,3,0.12620000000000003,-0.246,0
V0888,21,2,0.06740000000000002,-0.442,0
V0888,21,1,0.061700000000000005,-0.461,0
V0888,21,0,0.09440000000000003,-0.352,0
V0888,22,7,0.11540000000000002,-0.282,0
V0888,22,6,0.14720000000000003,-0.176,0
V0888,22,5,0.1169,-0.277,0
V0888,22,4,0.12620000000000003,-0.246,0
V0888,22,3,0.06740000000000002,-0.442,0
V0888,22,2,0.061700000000000005,-0.461,0
V0888,22,1,0.09440000000000003,-0.352,0
V0888,22,0,0.08330000000000001,-0.389,0
V0891,16,7,0.4343,-0.219,1
V0891,16,6,0.19190000000000002,-0.027,0
V0891,16,5,0.10550000000000001,-0.315,0
V0891,16,4,0.14390000000000003,-0.187,0
V0891,16,3,0.17270000000000002,-0.091,0
V0891,16,2,0.17300000000000001,-0.09,0
V0891,16,1,0.11510000000000002,-0.283,0
V0891,16,0,0.1751,-0.083,0
V0892,10,7,0.1574,-0.142,0
V0892,10,6,0.1496,-0.168,0
V0892,10,5,0.16790000000000002,-0.107,0
V0892,10,4,0.19790000000000002,-0.007,0
V0892,10,3,0.18980000000000002,-0.034,0
V0892,10,2,0.1463,-0.179,0
V0892,10,1,0.1703,-0.099,0
V0892,10,0,0.10850000000000001,-0.305,0
V0896,1,0,0.21860000000000002,0.062,0
V0896,12,7,0.1628,-0.124,0
V0896,12,6,0.2426,0.142,0
V0896,12,5,0.18530000000000002,-0.049,0
V0896,12,4,0.1985,-0.005,0
V0896,12,3,0.40700000000000003,-0.31,1
V0896,12,2,0.14780000000000001,-0.174,0
V0896,12,1,0.14120000000000002,-0.196,0
V0896,12,0,0.4679,-0.107,1
V0896,18,7,0.14120000000000002,-0.196,0
V0896,18,6,0.4679,-0.107,1
V0896,18,5,0.12770000000000004,-0.241,0
V0896,18,4,0.15860000000000002,-0.138,0
V0896,18,3,0.1922,-0.026,0
V0896,18,2,0.12920000000000004,-0.236,0
V0896,18,1,0.15410000000000001,-0.153,0
V0896,18,0,0.2117,0.039,0
V0900,9,7,0.08810000000000001,-0.373,0
V0900,9,6,0.10010000000000001,-0.333,0
V0900,9,5,0.07850000000000001,-0.405,0
V0900,9,4,0.06710000000000002,-0.443,0
V0900,9,3,0.1019,-0.327,0
V0900,9,2,0.08870000000000001,-0.371,0
V0900,9,1,0.06380000000000002,-0.454,0
V0900,9,0,0.0782,-0.406,0
V0900,10,7,0.10010000000000001,-0.333,0
V0900,10,6,0.07850000000000001,-0.405,0
V0900,10,5,0.06710000000000002,-0.443,0
V0900,10,4,0.1019,-0.327,0
V0900,10,3,0.08870000000000001,-0.371,0
V0900,10,2,0.06380000000000002,-0.454,0
V0900,10,1,0.0782,-0.406,0
V0900,10,0,0.029000000000000026,-0.57,0
V0900,19,7,0.038000000000000006,-0.54,0
V0900,19,6,0.0665,-0.445,0
V0900,19,5,0.0,-0.885,0
V0900,19,4,0.0,-0.708,0
V0900,19,3,0.008300000000000002,-0.639,0
V0900,19,2,0.35,-0.5,1
V0900,19,1,0.02300000000000002,-0.59,0
V0900,19,0,0.038000000000000006,-0.54,0
V0900,22,7,0.0,-0.708,0
V0900,22,6,0.008300000000000002,-0.639,0
V0900,22,5,0.35,-0.5,1
V0900,22,4,0.02300000000000002,-0.59,0
V0900,22,3,0.038000000000000006,-0.54,0
V0900,22,2,0.04670000000000002,-0.511,0
V0900,22,1,0.016400000000000026,-0.612,0
V0900,22,0,0.0,-0.832,0
V0900,23,7,0.008300000000000002,-0.639,0
V0900,23,6,0.35,-0.5,1
V0900,23,5,0.02300000000000002,-0.59,0
V0900,23,4,0.038000000000000006,-0.54,0
V0900,23,3,0.04670000000000002,-0.511,0
V0900,23,2,0.016400000000000026,-0.612,0
V0900,23,1,0.0,-0.832,0
V0900,23,0,0.0,-0.793,0
V0901,4,3,0.11480000000000003,-0.284,0
V0901,4,2,0.4178,-0.274,1
V0901,4,1,0.10370000000000001,-0.321,0
V0901,4,0,0.12320000000000002,-0.256,0
V0901,16,7,0.013700000000000018,-0.621,0
V0901,16,6,0.0,-0.68,0
V0901,16,5,0.4229,-0.257,1
V0901,16,4,0.14450000000000002,-0.185,0
V0901,16,3,0.08090000000000001,-0.397,0
V0901,16,2,0.13340000000000002,-0.222,0
V0901,16,1,0.05300000000000002,-0.49,0
V0901,16,0,0.09920000000000001,-0.336,0
V0901,20,7,0.08090000000000001,-0.397,0
V0901,20,6,0.13340000000000002,-0.222,0
V0901,20,5,0.05300000000000002,-0.49,0
V0901,20,4,0.09920000000000001,-0.336,0
V0901,20,3,0.08600000000000002,-0.38,0
V0901,20,2,0.05570000000000003,-0.481,0
V0901,20,1,0.0020000000000000018,-0.66,0
V0901,20,0,0.0,-0.874,0
V0901,23,7,0.09920000000000001,-0.336,0
V0901,23,6,0.08600000000000002,-0.38,0
V0901,23,5,0.05570000000000003,-0.481,0
V0901,23,4,0.0020000000000000018,-0.66,0
V0901,23,3,0.0,-0.874,0
V0901,23,2,0.3428,-0.524,1
V0901,23,1,0.017600000000000032,-0.608,0
V0901,23,0,0.017900000000000027,-0.607,0
V0903,20,7,0.2273,0.091,0
V0903,20,6,0.14900000000000002,-0.17,0
V0903,20,5,0.19490000000000002,-0.017,0
V0903,20,4,0.1004,-0.332,0
V0903,20,3,0.09320000000000002,-0.356,0
V0903,20,2,0.12980000000000003,-0.234,0
V0903,20,1,0.0971,-0.343,0
V0903,20,0,0.12530000000000002,-0.249,0
V0903,22,7,0.19490000000000002,-0.017,0
V0903,22,6,0.1004,-0.332,0
V0903,22,5,0.09320000000000002,-0.356,0
V0903,22,4,0.12980000000000003,-0.234,0
V0903,22,3,0.0971,-0.343,0
V0903,22,2,0.12530000000000002,-0.249,0
V0903,22,1,0.07010000000000002,-0.433,0
V0903,22,0,0.04670000000000002,-0.511,0
V0903,23,7,0.1004,-0.332,0
V0903,23,6,0.09320000000000002,-0.356,0
V0903,23,5,0.12980000000000003,-0.234,0
V0903,23,4,0.0971,-0.343,0
V0903,23,3,0.12530000000000002,-0.249,0
V0903,23,2,0.07010000000000002,-0.433,0
V0903,23,1,0.04670000000000002,-0.511,0
V0903,23,0,0.07310000000000003,-0.423,0
V0905,13,7,0.3305,0.435,0
V0905,13,6,0.2492,0.164,0
V0905,13,5,0.2378,0.126,0
V0905,13,4,0.22940000000000002,0.098,0
V0905,13,3,0.2441,0.147,0
V0905,13,2,0.257,0.19,0
V0905,13,1,0.2555,0.185,0
V0905,13,0,0.2306,0.102,0
V0905,16,7,0.22940000000000002,0.098,0
V0905,16,6,0.2441,0.147,0
V0905,16,5,0.257,0.19,0
V0905,16,4,0.2555,0.185,0
V0905,16,3,0.2306,0.102,0
V0905,16,2,0.2462,0.154,0
V0905,16,1,0.257,0.19,0
V0905,16,0,0.2309,0.103,0
V0906,4,3,0.21680000000000002,0.056,0
V0906,4,2,0.2159,0.053,0
V0906,4,1,0.2501,0.167,0
V0906,4,0,0.2177,0.059,0
V0906,8,7,0.21680000000000002,0.056,0
V0906,8,6,0.2159,0.053,0
V0906,8,5,0.2501,0.167,0
V0906,8,4,0.2177,0.059,0
V0906,8,3,0.4436,-0.188,1
V0906,8,2,0.1937,-0.021,0
V0906,8,1,0.4337,-0.221,1
V0906,8,0,0.14720000000000003,-0.176,0
V0906,19,7,0.1976,-0.008,0
V0906,19,6,0.14090000000000003,-0.197,0
V0906,19,5,0.07310000000000003,-0.423,0
V0906,19,4,0.08030000000000001,-0.399,0
V0906,19,3,0.12890000000000001,-0.237,0
V0906,19,2,0.07100000000000001,-0.43,0
V0906,19,1,0.09770000000000001,-0.341,0
V0906,19,0,0.09020000000000002,-0.366,0
V0906,22,7,0.08030000000000001,-0.399,0
V0906,22,6,0.12890000000000001,-0.237,0
V0906,22,5,0.07100000000000001,-0.43,0
V0906,22,4,0.09770000000000001,-0.341,0
V0906,22,3,0.09020000000000002,-0.366,0
V0906,22,2,0.12410000000000002,-0.253,0
V0906,22,1,0.1265,-0.245,0
V0906,22,0,0.4106,-0.298,1
V0907,3,2,0.24020000000000002,0.134,0
V0907,3,1,0.23450000000000001,0.115,0
V0907,3,0,0.21200000000000002,0.04,0
V0910,11,7,0.43069999999999997,-0.231,1
V0910,11,6,0.1628,-0.124,0
V0910,11,5,0.10610000000000001,-0.313,0
V0910,11,4,0.1208,-0.264,0
V0910,11,3,0.12410000000000002,-0.253,0
V0910,11,2,0.15080000000000002,-0.164,0
V0910,11,1,0.12200000000000001,-0.26,0
V0910,11,0,0.12020000000000002,-0.266,0
V0910,17,7,0.12200000000000001,-0.26,0
V0910,17,6,0.12020000000000002,-0.266,0
V0910,17,5,0.10940000000000001,-0.302,0
V0910,17,4,0.13520000000000001,-0.216,0
V0910,17,3,0.1448,-0.184,0
V0910,17,2,0.1733,-0.089,0
V0910,17,1,0.1451,-0.183,0
V0910,17,0,0.09830000000000001,-0.339,0
V0914,21,7,0.21200000000000002,0.04,0
V0914,21,6,0.18530000000000002,-0.049,0
V0914,21,5,0.1223,-0.259,0
V0914,21,4,0.1628,-0.124,0
V0914,21,3,0.22190000000000001,0.073,0
V0914,21,2,0.1496,-0.168,0
V0914,21,1,0.13820000000000002,-0.206,0
V0914,21,0,0.09980000000000001,-0.334,0
V0914,22,7,0.18530000000000002,-0.049,0
V0914,22,6,0.1223,-0.259,0
V0914,22,5,0.1628,-0.124,0
V0914,22,4,0.22190000000000001,0.073,0
V0914,22,3,0.1496,-0.168,0
V0914,22,2,0.13820000000000002,-0.206,0
V0914,22,1,0.09980000000000001,-0.334,0
V0914,22,0,0.10610000000000001,-0.313,0
V0915,22,7,0.0806,-0.398,0
V0915,22,6,0.13670000000000002,-0.211,0
V0915,22,5,0.06530000000000002,-0.449,0
V0915,22,4,0.1178,-0.274,0
V0915,22,3,0.07370000000000002,-0.421,0
V0915,22,2,0.11360000000000002,-0.288,0
V0915,22,1,0.09830000000000001,-0.339,0
V0915,22,0,0.065,-0.45,0
V0916,3,2,0.1841,-0.053,0
V0916,3,1,0.16610000000000003,-0.113,0
V0916,3,0,0.1703,-0.099,0
V0916,8,7,0.1841,-0.053,0
V0916,8,6,0.16610000000000003,-0.113,0
V0916,8,5,0.1703,-0.099,0
V0916,8,4,0.16340000000000002,-0.122,0
V0916,8,3,0.18980000000000002,-0.034,0
V0916,8,2,0.12470000000000002,-0.251,0
V0916,8,1,0.12020000000000002,-0.266,0
V0916,8,0,0.11810000000000001,-0.273,0
V0916,13,7,0.12470000000000002,-0.251,0
V0916,13,6,0.12020000000000002,-0.266,0
V0916,13,5,0.11810000000000001,-0.273,0
V0916,13,4,0.14720000000000003,-0.176,0
V0916,13,3,0.11540000000000002,-0.282,0
V0916,13,2,0.14690000000000003,-0.177,0
V0916,13,1,0.1562,-0.146,0
V0916,13,0,0.1403,-0.199,0
V0916,14,7,0.12020000000000002,-0.266,0
V0916,14,6,0.11810000000000001,-0.273,0
V0916,14,5,0.14720000000000003,-0.176,0
V0916,14,4,0.11540000000000002,-0.282,0
V0916,14,3,0.14690000000000003,-0.177,0
V0916,14,2,0.1562,-0.146,0
V0916,14,1,0.1403,-0.199,0
V0916,14,0,0.44720000000000004,-0.176,1
V0916,19,7,0.1562,-0.146,0
V0916,19,6,0.1403,-0.199,0
V0916,19,5,0.44720000000000004,-0.176,1
V0916,19,4,0.1721,-0.093,0
V0916,19,3,0.1607,-0.131,0
V0916,19,2,0.14690000000000003,-0.177,0
V0916,19,1,0.1922,-0.026,0
V0916,19,0,0.1178,-0.274,0
V0916,21,7,0.44720000000000004,-0.176,1
V0916,21,6,0.1721,-0.093,0
V0916,21,5,0.1607,-0.131,0
V0916,21,4,0.14690000000000003,-0.177,0
V0916,21,3,0.1922,-0.026,0
V0916,21,2,0.1178,-0.274,0
V0916,21,1,0.1526,-0.158,0
V0916,21,0,0.1514,-0.162,0
V0916,23,7,0.1607,-0.131,0
V0916,23,6,0.14690000000000003,-0.177,0
V0916,23,5,0.1922,-0.026,0
V0916,23,4,0.1178,-0.274,0
V0916,23,3,0.1526,-0.158,0
V0916,23,2,0.1514,-0.162,0
V0916,23,1,0.10790000000000001,-0.307,0
V0916,23,0,0.4415,-0.195,1
V0919,18,7,0.07370000000000002,-0.421,0
V0919,18,6,0.10310000000000001,-0.323,0
V0919,18,5,0.08930000000000002,-0.369,0
V0919,18,4,0.08750000000000002,-0.375,0
V0919,18,3,0.12620000000000003,-0.246,0
V0919,18,2,0.1433,-0.189,0
V0919,18,1,0.061700000000000005,-0.461,0
V0919,18,0,0.05930000000000002,-0.469,0
V0919,21,7,0.08750000000000002,-0.375,0
V0919,21,6,0.12620000000000003,-0.246,0
V0919,21,5,0.1433,-0.189,0
V0919,21,4,0.061700000000000005,-0.461,0
V0919,21,3,0.05930000000000002,-0.469,0
V0919,21,2,0.08120000000000001,-0.396,0
V0919,21,1,0.030800000000000022,-0.564,0
V0919,21,0,0.0,-0.671,0
V0920,20,7,0.1862,-0.046,0
V0920,20,6,0.1718,-0.094,0
V0920,20,5,0.2288,0.096,0
V0920,20,4,0.11570000000000001,-0.281,0
V0920,20,3,0.1559,-0.147,0
V0920,20,2,0.1796,-0.068,0
V0920,20,1,0.09320000000000002,-0.356,0
V0920,20,0,0.07100000000000001,-0.43,0
V0920,22,7,0.2288,0.096,0
V0920,22,6,0.11570000000000001,-0.281,0
V0920,22,5,0.1559,-0.147,0
V0920,22,4,0.1796,-0.068,0
V0920,22,3,0.09320000000000002,-0.356,0
V0920,22,2,0.07100000000000001,-0.43,0
V0920,22,1,0.11090000000000001,-0.297,0
V0920,22,0,0.12980000000000003,-0.234,0
V0920,23,7,0.11570000000000001,-0.281,0
V0920,23,6,0.1559,-0.147,0
V0920,23,5,0.1796,-0.068,0
V0920,23,4,0.09320000000000002,-0.356,0
V0920,23,3,0.07100000000000001,-0.43,0
V0920,23,2,0.11090000000000001,-0.297,0
V0920,23,1,0.12980000000000003,-0.234,0
V0920,23,0,0.15230000000000002,-0.159,0
V0921,9,7,0.18980000000000002,-0.034,0
V0921,9,6,0.13490000000000002,-0.217,0
V0921,9,5,0.1739,-0.087,0
V0921,9,4,0.4457,-0.181,1
V0921,9,3,0.11510000000000002,-0.283,0
V0921,9,2,0.137,-0.21,0
V0921,9,1,0.1709,-0.097,0
V0921,9,0,0.10130000000000002,-0.329,0
V0921,11,7,0.1739,-0.087,0
V0921,11,6,0.4457,-0.181,1
V0921,11,5,0.11510000000000002,-0.283,0
V0921,11,4,0.137,-0.21,0
V0921,11,3,0.1709,-0.097,0
V0921,11,2,0.10130000000000002,-0.329,0
V0921,11,1,0.11300000000000002,-0.29,0
V0921,11,0,0.14570000000000002,-0.181,0
V0921,12,7,0.4457,-0.181,1
V0921,12,6,0.11510000000000002,-0.283,0
V0921,12,5,0.137,-0.21,0
V0921,12,4,0.1709,-0.097,0
V0921,12,3,0.10130000000000002,-0.329,0
V0921,12,2,0.11300000000000002,-0.29,0
V0921,12,1,0.14570000000000002,-0.181,0
V0921,12,0,0.12260000000000001,-0.258,0
V0921,13,7,0.11510000000000002,-0.283,0
V0921,13,6,0.137,-0.21,0
V0921,13,5,0.1709,-0.097,0
V0921,13,4,0.10130000000000002,-0.329,0
V0921,13,3,0.11300000000000002,-0.29,0
V0921,13,2,0.14570000000000002,-0.181,0
V0921,13,1,0.12260000000000001,-0.258,0
V0921,13,0,0.10730000000000002,-0.309,0
V0921,16,7,0.10130000000000002,-0.329,0
V0921,16,6,0.11300000000000002,-0.29,0
V0921,16,5,0.14570000000000002,-0.181,0
V0921,16,4,0.12260000000000001,-0.258,0
V0921,16,3,0.10730000000000002,-0.309,0
V0921,16,2,0.09320000000000002,-0.356,0
V0921,16,1,0.0068000000000000005,-0.644,0
V0921,16,0,0.07100000000000001,-0.43,0
V0921,17,7,0.11300000000000002,-0.29,0
V0921,17,6,0.14570000000000002,-0.181,0
V0921,17,5,0.12260000000000001,-0.258,0
V0921,17,4,0.10730000000000002,-0.309,0
V0921,17,3,0.09320000000000002,-0.356,0
V0921,17,2,0.0068000000000000005,-0.644,0
V0921,17,1,0.07100000000000001,-0.43,0
V0921,17,0,0.3146,-0.618,1
V0921,21,7,0.09320000000000002,-0.356,0
V0921,21,6,0.0068000000000000005,-0.644,0
V0921,21,5,0.07100000000000001,-0.43,0
V0921,21,4,0.3146,-0.618,1
V0921,21,3,0.06260000000000002,-0.458,0
V0921,21,2,0.08990000000000002,-0.367,0
V0921,21,1,0.0605,-0.465,0
V0921,21,0,0.03140000000000001,-0.562,0
V0921,22,7,0.0068000000000000005,-0.644,0
V0921,22,6,0.07100000000000001,-0.43,0
V0921,22,5,0.3146,-0.618,1
